-519	-581	139	-505	-51	485	196	417	-170	-230	354.2992899
534	-210	133	-338	-442	386	495	360	584	388	418.8819633
525	-92	-357	-546	396	-205	330	-570	299	-73	360.2482653
118	-329	58	-385	-5	200	-574	383	180	83	208.3068179
-106	-521	-428	120	-162	156	-594	519	89	320	316.8453612
-554	-589	402	411	251	-78	383	179	-453	58	361.1876157
289	384	-542	0	11	194	254	-573	-274	-340	287.4077399
-240	362	492	207	412	-281	-107	402	-590	306	335.2628694
-220	345	543	-443	-125	222	-187	-316	78	240	231.4832312
-320	579	397	181	242	234	-189	599	415	510	393.0440219
237	346	-309	349	113	-217	-119	575	589	-522	355.3035524
46	522	-357	-150	-310	52	99	-562	-433	-6	260.1308205
383	33	-7	227	196	141	-92	117	-269	-282	108.8858225
159	173	84	481	-139	306	-431	-401	-446	-236	252.9366507
-457	280	-59	87	558	427	-298	-454	-392	232	324.6027881
238	-350	-419	-52	254	543	-511	-206	440	365	337.7889381
-578	42	436	461	294	-429	17	281	348	592	391.1006413
168	293	139	0	416	131	442	-351	295	-450	233.9252192
197	554	-482	93	61	328	-27	-269	-141	372	233.3394947
-203	-597	210	-366	292	553	-216	416	597	-399	426.5205953
310	124	-356	-176	-488	333	570	-249	237	-320	291.9237142
-21	8	-445	-431	267	-30	303	52	-308	276	181.5079539
416	336	425	216	-274	552	-584	551	-113	517	455.4336015
-17	-135	236	-336	-127	-175	-412	-549	244	171	199.4449817
418	-314	-82	425	568	-556	376	-211	-279	-382	376.5226359
521	-540	321	287	311	298	-120	-238	365	-307	309.1235108
60	43	208	-80	-77	239	-234	-422	-451	255	155.8316952
101	-334	-272	8	-599	385	-429	-187	479	-267	306.6427286
374	-316	484	-254	-475	-460	501	499	208	203	391.050762
-364	-418	207	223	-215	-421	-107	295	-444	397	270.1252492
172	211	505	97	-549	-305	546	-327	345	-340	344.1670957
-3	-200	270	-32	-574	150	-238	503	23	-581	279.4137339
216	587	-38	176	555	211	282	-208	34	348	256.2998498
419	-405	179	-96	-37	77	50	365	181	392	178.572813
-58	-222	-73	-39	-216	189	-175	-588	-246	475	202.0959496
-584	-489	160	42	330	441	205	311	-95	415	308.7280558
-159	-238	-523	105	-592	14	555	-175	-511	115	333.5354982
411	-531	435	282	-198	-149	-530	95	-12	-430	315.0011292
-133	-188	550	141	299	-231	-161	-151	268	-427	206.2235179
-512	99	62	-499	-581	-341	504	492	422	-423	458.9312474
-203	-338	-219	313	288	172	177	452	227	78	177.7892719
91	-177	504	-422	-187	180	-414	375	-499	94	278.2390654
-156	-147	15	451	210	-359	543	-397	-501	-181	290.6942698
165	272	561	-189	-39	27	-156	424	-188	232	187.7936737
206	272	195	-367	239	413	118	-5	437	-383	218.108325
553	-403	-590	390	263	-216	308	-305	-472	-155	380.740053
64	-250	222	-457	481	344	335	-60	-276	-559	295.7245243
116	-428	-108	-345	-188	239	540	-387	40	-4	216.6947789
-256	316	82	-22	319	-436	37	-153	477	-503	243.4430853
-366	-47	320	-433	-371	468	-153	-322	473	-58	285.2261432
-343	-556	-280	286	-261	511	590	-412	-30	225	372.3974978
-5	-598	553	-230	-583	491	454	-134	79	160	389.2954308
597	-552	-496	-386	-366	-188	-87	504	-127	353	407.9378722
326	533	277	330	584	-428	526	-69	-329	-18	373.5422889
-597	-171	-385	350	-399	145	-278	-25	88	-239	245.8440301
-453	-372	-248	294	574	-138	567	456	313	294	389.4777227
159	-267	-411	-575	28	-125	-11	-179	-6	203	172.4830007
36	63	-188	228	-249	-123	-373	288	-5	448	149.1312503
106	-155	129	-419	-363	56	418	389	375	394	247.115041
-448	-593	332	263	-289	499	225	-335	-269	543	399.5763662
345	492	584	20	-184	-439	296	-50	490	-172	323.2305055
523	-457	-528	-118	400	55	533	-207	253	-216	344.927678
125	-15	297	-258	174	553	74	342	139	-325	189.5234849
-388	243	560	224	244	98	122	-71	-179	-478	231.739668
445	-314	-79	456	-41	522	71	362	77	-563	311.9866735
394	254	-510	387	200	-583	7	-305	286	-229	310.19561
357	-401	-478	571	367	-263	-80	55	91	-410	309.1097515
-443	99	184	-528	-543	410	492	-203	302	-110	343.0571922
374	307	-520	-25	-254	61	47	20	48	-207	156.2843939
152	133	-243	-163	295	191	-96	-413	300	-394	169.7329993
-343	-228	343	433	145	-182	342	133	-491	-54	227.9044344
-430	-451	-259	298	537	-477	-346	-324	510	565	467.0294067
387	-208	189	584	464	423	557	-460	505	335	464.2827307
-74	414	-282	-547	339	-66	475	34	-152	-293	253.6541126
35	-219	-462	-467	-91	361	541	-577	-142	-224	329.8192484
-485	-560	174	503	-377	-257	-439	118	450	-137	368.0507521
-308	-371	412	-543	-297	462	-198	551	-52	-131	341.3969752
75	-471	-537	537	-43	503	-518	583	169	-171	432.2527703
-343	520	-205	331	-147	3	333	-566	-210	-319	285.5846213
-353	473	-516	368	248	-290	-271	-346	21	-576	356.2486471
380	30	373	13	-310	-438	97	101	414	276	210.9272289
-284	168	491	-433	330	11	53	58	404	-323	231.0472473
596	336	-61	411	482	-120	479	-76	-337	112	313.2142271
193	-431	135	455	96	581	-379	147	495	-385	339.3834875
-385	-93	69	68	187	354	594	376	36	-331	233.9032585
-441	293	520	-332	83	335	519	-147	18	274	287.6091502
38	-190	-198	-551	59	-132	-341	170	3	-274	156.3787084
-262	-425	500	-379	150	357	-394	-568	-497	-76	381.8801145
414	428	223	552	-440	-172	-273	260	-449	39	320.3620209
-385	-133	316	-57	302	120	364	343	-599	173	254.3746709
422	-201	-572	46	131	356	289	30	-359	-456	279.2301167
-574	282	-402	-387	283	111	108	-489	-543	-146	345.9330419
-72	178	-345	-142	28	193	-131	-120	-11	510	127.4673843
117	599	390	-364	338	14	6	121	457	-351	280.5577441
-231	-586	433	-75	488	-495	-435	277	-310	548	434.8495198
-478	590	-534	-560	-309	-559	-151	-225	-336	-502	506.4168522
557	123	539	-77	167	529	284	114	-461	-29	310.1350324
251	-233	-243	243	8	-341	-247	315	534	132	204.6395558
385	528	-402	210	-557	-554	125	318	-357	584	459.7833913
150	541	-577	-348	420	-151	548	-456	-557	494	508.7351189
-201	-76	219	-94	-578	-447	-164	-258	491	-246	259.0070767
-570	-376	-277	56	424	325	-325	-516	-469	149	362.3971297
-520	-246	448	-300	324	-179	-564	537	-69	92	345.5816987
-203	-500	577	94	-197	-198	504	-348	-566	-270	370.8409161
222	574	108	367	-133	-592	-29	164	475	-48	288.2343353
347	399	-520	448	54	38	-405	-57	155	-34	237.8821416
173	35	-194	-493	413	-283	-141	-310	-119	184	182.6237154
167	-522	-31	533	-139	-253	-460	548	-504	-338	388.18179
-110	-541	274	-268	-385	-369	173	60	-66	231	207.8282509
-465	44	407	-238	-350	-379	495	-577	58	109	325.9484323
-317	568	-97	307	219	317	69	-66	31	-207	183.0319586
-524	-503	534	-45	-145	-337	389	63	-585	479	420.0838477
220	261	353	-415	485	520	465	61	-241	226	313.0152957
520	439	589	-465	-526	-432	-404	108	-450	581	552.127
-125	431	-187	-96	-216	-418	-380	173	-115	88	166.5623178
577	-119	448	-301	-302	480	-556	-305	591	-531	499.3497276
327	490	-437	-446	-591	-407	-250	-234	554	358	452.0483851
99	296	-301	-226	319	-369	-299	-488	224	25	214.8404686
-346	464	-372	535	-485	-372	439	321	315	-115	386.3532578
401	162	323	151	585	576	-340	195	-490	-341	375.537836
-597	455	49	497	504	-149	-118	79	-532	-93	351.2233218
379	-76	-473	-360	-453	11	-540	-4	-396	-349	320.5772901
-484	-151	277	-18	145	250	-74	549	-6	462	235.5081927
333	331	-463	-278	-7	173	401	-303	-500	-491	322.4302272
-442	-188	582	-192	-312	233	-155	-305	289	-72	241.9233232
108	205	28	55	49	-162	-89	-573	-230	343	149.2396327
500	458	511	-210	500	267	-500	-6	23	-33	335.4819548
-180	174	223	240	-361	-511	506	-546	258	-451	347.3902615
182	-575	7	-114	-593	-499	-172	-524	-594	-371	444.0330165
201	-578	257	427	78	-131	-24	-12	122	463	220.0194815
176	-420	401	297	52	443	-334	-508	-376	35	292.8831535
464	-459	323	326	517	-206	28	-209	205	46	259.7580844
-532	78	-88	171	590	-591	46	232	57	524	340.3042772
-590	95	-156	-540	148	-326	-349	-486	159	224	309.6739067
10	-318	548	101	-371	-398	574	-156	445	471	371.3702052
557	95	482	-478	456	-576	415	-538	474	351	533.3351925
-16	-75	-319	-273	52	411	-139	-52	452	-336	174.2556583
335	-46	131	-277	559	208	248	-547	1	393	270.7855686
538	-232	470	6	-137	-110	-7	63	-73	595	240.6267661
522	410	-88	39	145	76	-516	433	-492	91	296.1253853
-203	-387	183	23	336	-491	566	439	-349	-551	380.3628398
67	-37	52	322	-237	-333	-176	-63	330	-298	128.9906933
-515	69	279	-159	159	295	186	-546	-26	-484	264.1938035
-301	-569	306	-424	498	-308	-374	-508	588	231	457.9194918
-145	-515	229	449	-340	-79	-174	130	292	-202	209.844345
-262	-274	319	114	-300	121	168	237	397	-277	171.4620301
268	188	-462	-228	-527	79	374	-237	31	103	217.0454084
-57	-546	367	546	-230	258	165	-588	352	447	388.5792866
-333	355	-487	445	192	562	-144	-484	-467	-214	386.9216532
593	-170	566	121	-564	442	-540	-192	587	-401	516.6962553
292	513	-272	-279	-308	407	21	540	-409	103	308.8045572
-356	17	-113	195	420	-554	-253	280	-12	456	253.9020003
531	411	-471	359	-432	-85	201	293	-284	70	302.8543446
-10	550	-36	425	515	101	162	-408	-402	-422	324.0237424
538	-156	-196	40	-445	-123	21	-73	18	326	170.8293733
-72	-48	-63	-579	262	-127	462	-428	-492	515	334.8474626
-68	-104	-522	-588	-241	-487	574	17	-132	-326	346.5957685
-114	367	-565	-588	-365	-482	-102	455	500	513	478.2120299
-385	-318	-1	151	-113	-57	-265	255	424	562	230.7577027
-233	-340	-277	481	175	-239	579	176	344	-122	267.2573449
-407	-273	546	477	358	-32	480	287	-462	-464	410.1299789
-469	71	483	483	44	137	-228	-226	146	82	211.8463255
-174	-373	436	-495	-527	529	380	-565	189	-268	434.317671
-227	248	-356	-413	-59	469	59	-374	353	-556	303.7695218
358	-104	-578	-11	257	-485	-5	523	478	160	326.5551126
423	-114	-116	-568	74	-26	-319	-22	133	-169	171.663324
-504	211	40	373	13	-323	-543	-262	485	187	295.3628201
57	548	13	-218	-121	-562	258	20	501	537	323.011661
423	-109	-1	533	463	-573	500	480	525	271	462.7849578
326	-233	-134	-403	453	-131	342	407	528	-353	313.3267504
104	-427	150	-439	230	-257	-347	-541	-545	490	370.3680781
584	-144	270	75	-229	321	407	-332	315	44	244.2081866
-288	177	359	-457	-442	339	-182	-258	-463	-453	321.3410672
425	55	-567	-450	108	195	-553	-435	-464	-348	398.1873419
-123	-276	-10	-51	106	-339	497	551	-189	434	249.7251027
373	-468	-160	-280	430	294	152	43	-422	160	241.5312671
294	82	320	138	336	1	368	-120	198	-579	213.9426112
-302	295	65	400	-544	-423	-103	-515	393	457	365.1127621
497	306	-232	484	87	220	-362	587	537	412	405.6165081
-559	227	208	573	-38	-522	-290	3	-100	-485	335.7210634
215	-463	-436	427	-343	-6	-189	41	325	-422	268.9537916
-518	268	-271	-205	-156	-178	-263	177	82	13	155.7275035
324	-431	347	-585	-9	413	370	-497	261	-400	385.0128318
59	517	-281	-451	-310	502	-314	560	157	-175	343.1754709
-133	164	-512	-22	306	-171	524	-495	-542	-75	313.2696017
-152	-67	532	539	158	-289	-193	498	565	522	397.6344224
-121	191	-121	121	561	591	-337	-163	-79	-67	224.8157394
-431	23	237	-501	-598	-586	-85	276	355	37	352.2796468
-586	79	-248	239	-521	-120	-200	-586	-181	-64	294.5891085
272	-118	136	150	525	468	-235	-446	-572	424	347.1635237
-107	387	-127	-362	78	466	-6	22	-303	-27	157.1714013
146	333	-117	407	475	40	-31	-563	-299	579	321.3349779
294	556	-1	558	430	-445	-400	-579	262	-326	441.0057339
-104	-190	-245	-214	-190	-20	150	505	-543	-327	218.1374431
-352	408	303	438	-495	-309	144	-113	-11	377	273.5689773
-220	-46	542	592	274	125	-414	-522	-43	78	310.2830896
282	236	-581	455	89	-163	-195	377	405	-284	285.7780461
-372	387	-377	297	-216	189	393	-354	-281	-158	247.141186
402	348	64	524	77	-229	456	25	-336	-466	290.5944142
186	-363	-46	-497	-382	188	483	157	214	592	313.7319861
453	-125	-371	-352	299	290	301	-402	20	24	228.2652609
382	-5	-415	-444	260	-19	-122	354	-116	364	218.3557552
225	-283	-490	-362	-378	-594	140	-27	-510	427	366.084014
234	-567	291	141	272	162	-80	476	163	181	219.3352362
2	223	518	482	-473	-201	-362	-209	18	-455	300.146865
-140	-574	-511	172	-195	-133	-519	-100	428	99	292.9601502
-135	-553	292	-412	-347	-51	-203	-415	82	-307	255.1211533
-18	553	91	-239	100	252	-349	-470	349	-336	256.6095457
-555	461	230	-252	102	171	493	-113	196	-382	280.187653
-233	161	388	208	-144	382	-153	41	332	-551	220.894016
-159	296	549	-218	424	-479	-578	-499	356	227	409.0996686
265	-317	-125	118	-295	487	432	340	-336	226	248.7432483
-332	135	-341	355	128	-497	505	-447	-46	351	304.5785326
145	198	441	456	1	134	50	5	10	565	201.6123205
568	2	386	349	-452	66	440	-249	-51	136	270.673878
-577	478	-23	484	-191	-423	-591	338	-107	-240	387.0496564
-128	-120	346	-552	593	-199	-52	-502	-584	98	363.9564748
39	327	-517	-34	71	-573	-419	194	511	420	341.2457466
-234	-184	555	362	-267	441	-281	328	565	404	366.60925
-544	518	-393	489	132	319	70	262	554	308	389.0851833
498	-332	-55	384	255	295	198	-370	122	-108	216.8527492
146	344	-191	-514	-404	182	103	417	16	-154	212.2850181
432	543	-316	-494	-97	-58	-97	514	-512	555	421.4778602
-454	221	492	511	328	24	44	331	-55	500	308.7042909
-599	458	-162	-229	286	-21	414	-592	-78	167	322.3290734
-465	-436	-401	-388	94	330	-463	-270	316	524	375.2767199
-366	234	-550	0	-337	358	-68	162	-350	-572	304.3742487
-489	40	-307	-141	15	35	293	272	548	-250	220.7306593
43	-18	552	-183	27	206	-80	-2	302	-312	145.6115934
-534	-69	-509	8	-249	48	-503	-154	590	46	311.0770672
584	195	398	276	-385	-597	-129	-271	27	-183	311.651121
439	-11	237	-54	148	-299	232	-461	31	-326	185.2034898
-66	104	-194	536	-372	256	-206	-37	-34	-197	157.9485084
-120	-240	-164	-187	402	571	230	475	473	232	295.436576
382	-299	-157	-342	38	237	-149	154	-434	133	172.6307067
-93	446	144	-86	175	389	-320	437	306	-94	204.3712753
-312	9	386	-453	-551	271	567	514	500	429	463.1003661
-495	-156	235	-229	146	-501	141	126	-588	-382	295.1939166
235	220	25	454	218	225	-265	329	-443	-359	229.0291983
248	449	-313	-519	-63	-266	462	-303	342	-431	329.2846448
338	-112	374	-498	-11	-332	-586	-471	-349	79	330.5725082
377	374	-360	434	232	-292	-477	-422	584	-387	409.8408279
-559	482	-554	-472	275	-412	585	398	-325	295	504.2873408
483	-132	-359	-454	-18	-552	-349	504	213	-230	342.2068784
-299	-543	-298	565	457	-586	-388	-544	423	-421	537.7938769
543	308	-188	16	-570	-291	-58	-464	404	392	343.6082867
-251	532	-215	-117	78	-472	-59	485	534	-378	326.3882628
341	-347	-591	246	518	492	-560	533	398	549	554.5849109
7	-100	-364	-478	498	-8	33	304	373	-559	292.0216419
-399	-528	279	69	-25	-122	442	537	403	-97	298.9090551
291	-443	-484	-571	316	513	77	15	-260	323	346.5599885
-144	49	387	-528	-72	-290	-579	-504	300	376	341.4152934
254	-14	-313	-30	194	195	-587	378	310	271	225.058966
165	126	224	-5	129	493	379	168	-364	547	240.1400994
290	-531	-284	-576	93	42	-7	-582	22	368	316.8922573
-546	196	13	-70	-536	-433	60	-217	250	52	234.0740038
-142	-274	-416	350	-159	-208	-23	408	-140	226	175.2466879
-401	-300	-589	-273	-598	-562	581	35	-58	593	510.8744924
199	277	-49	-491	-251	-12	6	594	-352	-257	242.4494401
-201	-566	-204	68	451	182	-194	384	-112	-534	282.5777941
493	-465	594	-137	-129	500	-561	-285	-120	251	393.7168647
-400	377	368	116	540	-27	474	-491	-175	299	333.2577038
360	-369	-420	-560	60	64	-593	22	334	-60	308.6866817
-573	-110	-182	107	-9	-426	-319	511	-507	-466	351.9114755
199	-198	-68	-146	-441	-589	-96	527	497	-353	327.1780456
-434	-313	485	-24	-558	-515	533	-93	346	134	383.2804372
500	-497	-451	-305	-451	8	-140	468	585	-532	466.1918681
117	-231	478	-288	-168	113	-175	155	157	-384	162.5660486
-377	150	-95	223	499	-92	-307	-59	-105	-509	213.1082397
-107	-244	68	356	-5	94	497	1	591	52	203.5502534
-333	15	307	-411	-300	518	-272	-437	413	-385	330.0887409
419	-63	-325	484	2	-72	-130	370	-518	542	311.1217911
465	425	-548	-575	343	74	-206	-191	523	290	397.8596827
-210	-19	-421	282	-596	-523	240	-176	-203	11	266.0091442
420	78	-473	-574	-439	-317	-478	-162	261	-184	347.4009984
283	-256	-21	-292	420	2	1	449	-452	568	285.137678
294	310	416	-229	315	-108	552	424	-209	474	318.9404982
396	510	-2	-553	-229	-572	202	-177	-475	534	422.3170322
72	-453	-114	-216	-66	-382	-382	581	262	-150	249.7385072
199	345	-519	-533	180	-386	262	-22	447	566	371.6630661
-551	-59	128	-513	-543	-38	175	116	0	-184	241.2156438
94	-181	-403	540	430	555	-152	290	-140	-260	296.725249
-233	431	565	477	104	-221	-531	472	-533	-417	453.2945133
-180	-460	40	-430	-234	-123	100	-288	59	14	150.2514352
-476	-22	566	295	242	403	312	554	-36	-165	323.0487503
-592	-435	-334	-237	402	-35	338	-97	-322	358	307.4281853
-368	389	-401	-565	-392	564	-228	-16	225	468	391.1147801
439	-108	439	591	200	531	-117	351	-543	233	389.5785288
10	192	2	132	258	-359	-557	-554	-215	94	231.5216183
462	-564	461	-198	-455	403	592	236	347	495	482.0728336
148	129	-514	263	291	-451	314	-313	-8	-63	216.1712783
367	396	-474	440	-513	-340	-503	-595	291	510	511.0950326
-63	405	211	105	314	-216	138	-261	-144	-221	132.3831936
-388	423	486	-159	-315	353	101	5	329	383	270.985067
-179	334	103	-357	-524	-43	151	499	88	31	210.6401357
-231	73	-399	-113	25	280	-1	458	-443	134	184.4279603
-434	455	572	211	-137	62	197	-529	455	-121	333.5290918
-257	154	-415	-386	543	174	575	-289	407	407	371.3886894
274	37	-400	593	336	-26	-436	225	-567	452	368.0534526
560	323	-140	-566	221	113	-480	-27	145	4	268.9162774
205	-213	-251	-442	-447	487	42	63	252	429	260.0037494
-6	450	-42	425	-239	289	-13	209	-426	415	231.7444259
-180	-531	548	295	534	462	153	-569	587	-194	483.4170973
533	-377	-280	324	-491	-349	-191	575	-17	315	360.7688313
513	-179	365	108	-64	467	-600	-505	-594	159	414.8409049
-380	540	207	468	-53	-491	-31	413	537	285	371.7197814
524	336	-540	44	433	-47	-113	366	-371	-101	292.3297737
-511	-74	142	-230	317	-218	512	-305	11	422	256.2622552
-117	-401	446	46	-588	-457	-418	-373	-368	-339	374.5777373
-269	-129	-465	-176	-44	-236	586	-37	-564	274	283.9432951
401	55	-556	-395	-485	-337	436	255	-88	-538	383.5200847
388	156	182	-232	263	504	148	112	348	225	198.7975973
53	-113	-526	221	-91	-26	24	-568	468	45	224.5750208
-214	227	138	-414	-179	-551	-521	-243	-551	-75	316.7831711
549	62	579	-504	-482	-541	491	-148	-23	-492	482.2807992
90	385	-308	174	215	334	-300	262	120	-89	156.0527533
429	15	185	365	570	587	-505	408	-93	-238	377.9917572
-495	-159	594	-367	-104	-407	-548	-509	469	-262	446.5726158
-7	-360	32	-57	233	498	61	221	224	579	219.5471216
-374	-19	-505	238	-320	-47	174	-455	-113	144	207.8469993
-261	-111	109	-484	210	-269	1	-575	-329	-564	301.0093412
37	180	82	-318	-295	72	-101	13	103	7	64.71395458
18	-324	372	523	247	185	-6	67	31	395	194.4884893
124	-489	553	102	550	293	431	-108	-333	118	321.3242484
24	346	-56	-125	466	-280	24	-119	-168	344	149.9765649
444	490	467	293	428	-295	97	273	413	549	392.8255562
-348	450	-76	-19	52	499	-117	435	-596	-285	306.2022543
-363	-20	248	-260	-13	150	347	26	75	334	131.5506982
238	440	494	223	16	362	-365	57	-5	267	221.7741481
-253	-32	-47	244	226	370	-423	438	166	450	229.8939023
98	5	529	-518	329	169	-555	567	-414	317	399.9989849
507	-384	195	565	-291	356	517	485	200	-105	382.6774136
-164	478	-193	291	-100	378	-99	273	83	110	159.3797158
-316	-153	-301	535	-147	170	-320	-546	-295	116	263.8987122
402	81	-286	-206	467	-20	534	-368	352	-309	288.7211688
487	100	-398	-220	-83	116	584	163	-199	238	235.5468761
585	342	-240	462	-157	-500	-197	-401	238	118	319.7666344
457	382	569	-94	-379	431	411	16	504	441	409.6111791
33	-415	-34	306	-35	-459	325	-19	363	490	240.4668998
-526	-210	-457	-117	12	398	59	112	459	-397	272.544258
-256	461	-446	596	316	583	-124	44	264	325	367.1417544
-440	280	-300	416	-277	334	-263	-327	41	-513	292.0722101
12	422	-81	-383	-62	-412	-173	-32	143	486	199.1660656
51	-473	-270	238	-24	-195	-146	319	264	434	194.883017
-286	-75	-259	-359	329	-445	-582	211	-327	158	277.198248
-327	82	255	19	-528	-170	401	-398	-416	443	294.8049118
364	401	-472	-379	460	179	25	484	378	578	404.8032037
-516	478	285	214	517	-241	23	-510	-482	298	383.234447
-594	-487	-188	237	-370	409	-218	-329	148	591	379.164691
-98	519	477	551	368	25	-525	-582	-264	-435	455.8507279
308	-565	-576	161	369	442	-201	-118	137	-474	351.2620535
-459	434	-9	114	-575	555	306	523	405	392	434.9056396
447	-433	-57	-182	244	-235	556	365	76	-516	314.2060124
-232	523	387	-263	-190	85	441	-196	217	336	246.6265386
-58	567	298	-592	-567	-93	-354	-156	201	359	354.2855192
163	-182	541	-267	-301	-451	454	-411	-69	-431	321.8287653
-514	-185	214	78	37	526	230	510	-318	-574	343.9719606
-463	407	-118	364	-351	478	-566	377	-443	110	388.2411476
566	235	174	127	82	-449	312	541	-407	-498	359.4817255
-339	-366	98	598	333	-199	-119	-33	-535	-21	268.1498552
-34	449	263	-1	71	-536	102	481	-600	58	293.3551167
-225	-25	-79	-7	-585	35	297	546	-148	-30	203.5303096
-135	144	146	-417	-194	-173	518	-539	313	-160	247.0370568
-155	398	32	44	-410	-580	-122	295	231	-303	235.2431252
-196	180	-80	404	269	412	-241	-30	-539	-66	210.1062451
-263	160	-431	-475	-81	-268	-219	-206	-41	19	170.2552737
-207	-479	194	312	323	-495	-70	376	-58	-2	227.5672687
524	337	-444	308	176	-503	519	374	517	325	437.5696646
-57	-8	-64	118	251	-364	154	351	-252	-39	108.2216477
21	-227	207	-478	-53	-92	-112	-557	-228	475	234.7439031
-379	592	-478	269	237	231	576	449	337	-292	410.1758126
263	-499	-125	-560	197	265	-201	-396	439	583	372.5767369
-116	66	65	463	-179	501	-338	336	245	115	205.9596283
382	-514	-108	-236	237	-211	270	-420	153	238	227.8821347
-128	463	-353	315	-39	262	288	-310	-576	-266	277.5833272
-284	61	572	-139	105	274	274	-17	524	-414	260.5747029
-189	-433	19	-161	589	-589	-310	-121	177	486	331.4005599
-335	408	-206	-268	-52	-290	8	-37	-171	-37	128.944071
199	365	204	-353	34	-118	-343	-578	546	228	289.9912429
-222	-222	458	23	-214	-485	-450	-467	461	73	308.0865784
253	-435	133	-41	214	-294	596	237	-145	186	218.960518
84	-109	-577	467	130	205	312	-379	-508	229	296.0871669
216	-231	-597	-531	93	-58	510	-371	-242	175	310.3312659
-522	468	-74	417	-99	-372	9	452	246	-448	322.1678865
-41	422	-199	259	-309	260	-408	278	-110	342	206.5844631
-502	-265	275	576	272	-266	-122	424	-234	213	293.2616637
-291	-350	-29	-58	-240	-546	95	-263	242	-309	200.83451
-1	105	-332	-587	281	363	-308	-577	121	118	284.2268852
90	-96	510	409	-584	-528	-550	444	-327	364	451.900377
-98	-415	-45	-478	527	-121	-571	-10	-284	478	335.8534489
-21	329	66	305	220	476	454	-69	-449	468	279.1266219
444	447	503	-257	-26	-206	-526	-317	-556	-419	406.2425357
-388	331	333	-13	205	520	-215	491	391	62	282.9049693
-471	-10	492	299	-296	-365	-598	487	258	252	375.8431483
200	410	58	-452	93	-401	-156	400	302	34	216.5274393
190	118	522	-93	432	313	35	-399	-154	-378	236.6939853
-54	-202	454	-314	326	45	-149	-452	168	-242	193.5109286
-429	517	-42	382	483	590	161	-255	547	221	405.8504685
450	-269	181	33	108	367	-161	526	-146	-236	209.7053826
-416	43	499	154	88	-11	-72	-340	-431	177	199.3402099
-550	208	377	562	-229	151	177	-104	356	24	263.1089926
113	325	170	-402	266	-375	66	-481	-29	-364	223.337087
33	229	136	-430	188	448	-293	263	-488	56	223.3193037
97	-399	-493	-544	-369	291	-153	-268	333	235	298.4397953
151	124	325	372	-344	365	371	116	247	395	226.4607692
